event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
AGDQ,2018,Yooka-Laylee,0,0,0,0,Playtonic Games,Team17,2017,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,73,6.8,1
AGDQ,2018,Zone of the Enders: The 2nd Runner,0,0,0,0,Konami,Konami,2003,PS2,PS2,6,82,8.5,0
SGDQ,2018,Mega Man X2,1,0,1,1,Capcom,Capcom,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Sonic 3 and Knuckles,1,0,1,1,Sega Technical Institute,Sega,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Super Monkey Ball 2: Monkeyed Ball,1,0,1,1,Twilight,N/A,2018,Nintendo GameCube (ROM Hack),Nintendo GameCube,6,N/A,N/A,N/A
SGDQ,2018,Thief: The Dark Project,0,0,0,0,Looking Glass Studios,Eidos Interactive,1998,Windows,PC,Various,92,8.9,1
SGDQ,2018,Super Mario 3D Land,0,0,0,0,Nintendo EAD Tokyo,Nintendo,2011,Nintendo 3DS,Nintendo 3DS,7,90,8.5,0
SGDQ,2018,Cuphead,0,0,1,1,Studio MDHR,Studio MDHR,2017,"Xbox One, Windows","Xbox One, PC",8,86,8.2,1
SGDQ,2018,A Hat in Time,0,0,0,0,Gears for Breakfast,Gears for Breakfast,2017,"Windows, macOS",PC,Various,79,8.1,1
SGDQ,2018,Celeste,0,0,0,0,Maddy Makes Games,Maddy Makes Games,2018,"PlayStation 4, Xbox One, Nintendo Switch, Windows","PS4, Xbox One, Switch, PC",8,94,8.5,1
SGDQ,2018,Pepsiman,1,0,1,1,KID,KID,1999,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2018,Getting Over It with Bennett Foddy,0,0,0,0,Bennett Foddy,Bennett Foddy,2017,"Windows, macOS, Linux",PC,Various,80,7.2,1
SGDQ,2018,Miner Ultra Adventures,0,0,0,0,Old School Blender Addicted,Old School Blender Addicted,2014,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,Roundabout,0,0,0,0,No Goblin,No Goblin,2014,"Windows, Xbox One, PlayStation 4","PC, Xbox One, PS4",8,71,6.8,1
SGDQ,2018,Stilt Fella,0,0,0,0,September Games,September Games,2020,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,Club Drive,0,0,0,0,Atari Corporation,Atari Corporation,1994,Atari Jaguar,Atari Jaguar,5,N/A,N/A,0
SGDQ,2018,Bio Miracle Bokutte Upa,0,0,0,0,Konami,Konami,1988,Famicom Disk System,NES,3,N/A,N/A,0
SGDQ,2018,Yo! Noid 2,0,0,1,1,Team Noid,N/A,2017,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,Jungle King Tar-chan: World Tour Rumble,0,0,0,0,Bandai,Bandai,1994,Super Famicom,SNES,4,N/A,N/A,0
SGDQ,2018,Pac-Man 2: The New Adventures,0,0,0,0,Namco,Namco,1994,"Super Nintendo Entertainment System, Sega Genesis","SNES, Sega Genesis",4,N/A,N/A,0
SGDQ,2018,Silver Grapple,0,0,0,0,Imagos Softworks,Imagos Softworks,2018,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,Gift,0,0,0,0,Eko Software,Cryo Interactive,1999,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,El Viento,0,0,0,0,Wolf Team,Renovation Products,1991,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Xeodrifter,0,0,0,0,Renegade Kid,Renegade Kid,2014,Nintendo 3DS,Nintendo 3DS,7,73,7.2,0
SGDQ,2018,Titan Souls,0,0,0,0,Acid Nerve,Devolver Digital,2015,"PlayStation 4, PlayStation Vita, Windows","PS4, PlayStation Vita, PC",8,74,7.3,1
SGDQ,2018,A Story About my Uncle,0,0,1,1,Gone North Games,Coffee Stain Studios,2014,Windows,PC,Various,73,7.8,1
SGDQ,2018,Strider,0,0,0,0,Double Helix Games,Capcom,2014,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Windows","PS3, PS4, Xbox 360, Xbox One, PC",7,77,7.5,1
SGDQ,2018,The Legend of Zelda,0,0,1,0,Nintendo,Nintendo,1986,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,The Legend of Zelda: Oracle of Seasons,0,0,1,0,Flagship,Nintendo,2001,Game Boy Color,Game Boy Color,5,N/A,N/A,0
SGDQ,2018,Paper Mario,0,0,1,1,Intelligent Systems,Nintendo,2000,Nintendo 64,N64,5,N/A,N/A,0
SGDQ,2018,DeadCore,0,0,0,0,5 Bits Games,Bandai Namco Games,2014,"Windows, macOS, Linux",PC,Various,70,7.2,1
SGDQ,2018,Deus Ex,0,0,1,1,Ion Storm,Eidos Interactive,2000,Windows,PC,Various,90,9,1
SGDQ,2018,Deus Ex Mankind Divided,0,0,1,1,Eidos-Montréal,Square Enix,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,84,7.1,1
SGDQ,2018,Prey (2017),0,0,1,0,Arkane Studios,Bethesda Softworks,2017,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,82,7.8,1
SGDQ,2018,Gunstar Super Heroes,0,0,0,0,Treasure,Sega,2005,Game Boy Advance,Game Boy Advance,6,83,8.2,0
SGDQ,2018,Gauntlet Legends,0,0,1,0,Atari Games,Midway Games,1998,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Dungeon Magic,0,0,0,0,Taito,Taito,1989,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Super Smash TV,0,0,0,0,Williams Electronics,Acclaim Entertainment,1990,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Hagane: The Final Conflict,0,0,0,0,CAProduction,Red Entertainment,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Animaniacs,0,0,0,0,Konami,Konami,1994,"Super Nintendo Entertainment System, Sega Genesis","SNES, Sega Genesis",4,N/A,N/A,0
SGDQ,2018,Ardy Lightfoot,0,0,0,0,ASCII Corporation,ASCII Corporation,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Cool Spot,0,0,0,0,Virgin Games,Virgin Games,1993,"Sega Genesis, Super Nintendo Entertainment System","Sega Genesis, SNES",4,N/A,N/A,0
SGDQ,2018,Sparkster,0,0,0,0,Konami,Konami,1994,"Sega Genesis, Super Nintendo Entertainment System","Sega Genesis, SNES",4,N/A,N/A,0
SGDQ,2018,Rocket Knight Adventures,0,0,0,0,Konami,Konami,1993,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Disgaea 5: Alliance of Vengeance,0,0,1,1,Nippon Ichi Software,Nippon Ichi Software,2015,PlayStation 4,PS4,8,80,7.8,0
SGDQ,2018,Pikmin 3,0,0,1,1,Nintendo EAD,Nintendo,2013,Wii U,Wii U,8,87,8.5,0
SGDQ,2018,Soft Body,0,0,0,0,Zeke Virant,Zeke Virant,2016,"PlayStation 4, Windows","PS4, PC",8,80,7,1
SGDQ,2018,Monolith,0,0,0,0,Team D-13,Team D-13,2017,Windows,PC,Various,N/A,N/A,1
SGDQ,2018,Master Spy,0,0,0,0,TURBOGUN,TURBOGUN,2015,"Windows, macOS, Linux",PC,Various,N/A,N/A,1
SGDQ,2018,Enter The Gungeon,0,0,1,1,Dodge Roll,Devolver Digital,2016,"PlayStation 4, Windows, macOS, Linux","PS4, PC",8,84,8.1,1
SGDQ,2018,Dustforce DX,0,0,0,0,Hitbox Team,Hitbox Team,2012,"Windows, macOS, Linux",PC,Various,79,7.9,1
SGDQ,2018,Axiom Verge,0,0,0,0,Thomas Happ Games,Thomas Happ Games,2015,"PlayStation 4, Windows","PS4, PC",8,84,8.1,1
SGDQ,2018,Mega Man 6,0,0,0,0,Capcom,Capcom,1993,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Mega Man 9,0,0,0,0,Inti Creates,Capcom,2008,Wii,Wii,7,82,8,0
SGDQ,2018,Mega Man Zero 4,0,0,0,0,Inti Creates,Capcom,2005,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
SGDQ,2018,Rise of the Tomb Raider,0,0,0,0,Crystal Dynamics,Square Enix,2015,Xbox One,Xbox One,8,86,8.5,0
SGDQ,2018,Tomb Raider,0,0,0,0,Crystal Dynamics,Square Enix,2013,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,86,8.1,1
SGDQ,2018,Resident Evil HD Remaster,0,0,1,1,Capcom,Capcom,2015,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Windows","PS3, PS4, Xbox 360, Xbox One, PC",7,83,8.5,1
SGDQ,2018,F.E.A.R.,0,0,0,0,Monolith Productions,Vivendi Universal Games,2005,Windows,PC,Various,88,8.8,1
SGDQ,2018,Penumbra: Overture,0,0,0,0,Frictional Games,Paradox Interactive,2007,"Windows, Linux",PC,Various,73,7.8,1
SGDQ,2018,Amy,0,0,0,0,VectorCell,Lexis Numérique,2012,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,25,3.4,1
SGDQ,2018,Pet the Pup at the Party,0,0,0,0,Will Herring,Will Herring,2018,"Windows, macOS",PC,Various,N/A,N/A,1
SGDQ,2018,FreezeMe,0,0,0,0,Rainy Night Creations,Rainy Night Creations,2015,"Wii U, Windows","Wii U, PC",8,N/A,N/A,1
SGDQ,2018,Legend of Kay Anniversary,0,0,0,0,Neon Studios,Nordic Games,2015,"PlayStation 3, PlayStation 4, Wii U, Windows","PS3, PS4, Wii U, PC",7,67,7.1,1
SGDQ,2018,The Simpsons: Hit & Run,0,0,1,0,Radical Entertainment,Vivendi Universal Games,2003,"PlayStation 2, Xbox, GameCube, Windows","PS2, Xbox, GameCube, PC",6,78,8.6,1
SGDQ,2018,Bonk's Revenge,0,0,0,0,Red Company,Hudson Soft,1991,TurboGrafx-16,TurboGrafx-16,4,N/A,N/A,0
SGDQ,2018,Splatterhouse,0,0,0,0,Namco,Namco,1988,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Banjo-Tooie,0,0,0,0,Rare,Nintendo,2000,Nintendo 64,N64,5,90,8.9,0
SGDQ,2018,Spyro the Dragon,0,0,0,0,Insomniac Games,Sony Computer Entertainment,1998,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2018,Iconoclasts,0,0,0,0,Joakim Sandberg,Bifrost Entertainment,2018,"PlayStation 4, PlayStation Vita, Windows","PS4, PlayStation Vita, PC",8,82,7.8,1
SGDQ,2018,Kirby: Super Star Ultra,0,0,0,0,HAL Laboratory,Nintendo,2008,Nintendo DS,Nintendo DS,6,76,8.8,0
SGDQ,2018,Shantae and the Pirate's Curse,0,0,1,1,WayForward,WayForward,2014,Nintendo 3DS,Nintendo 3DS,7,82,8.5,0
SGDQ,2018,Warcraft III: Reign of Chaos,0,0,0,0,Blizzard Entertainment,Blizzard Entertainment,2002,Windows,PC,Various,92,9.2,1
SGDQ,2018,The Legend of Zelda: Majora's Mask 3D,0,0,0,0,Nintendo EAD,Nintendo,2015,Nintendo 3DS,Nintendo 3DS,7,89,8.9,0
SGDQ,2018,DOOM (2016),0,0,0,0,id Software,Bethesda Softworks,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,85,8.5,1
SGDQ,2018,Resident Evil 4,0,0,1,1,Capcom Production Studio 4,Capcom,2005,GameCube,GameCube,6,96,9.2,0
SGDQ,2018,Ninja Gaiden Black,0,0,0,0,Team Ninja,Tecmo,2005,Xbox,Xbox,6,94,9,0
SGDQ,2018,Ninja Gaiden,0,0,0,0,Tecmo,Tecmo,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Gimmick!,0,0,1,1,Sunsoft,Sunsoft,1992,Famicom,NES,3,N/A,N/A,0
SGDQ,2018,Ghosts 'N Goblins,0,0,0,0,Capcom,Capcom,1985,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Wacky Races,0,0,0,0,Atlus,Atlus,1991,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Kid Kool,0,0,0,0,Vic Tokai,Vic Tokai,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Pizza Pop!,0,0,0,0,Arc System Works,Arc System Works,1992,Famicom,NES,3,N/A,N/A,0
SGDQ,2018,Bangai-O!,0,0,0,0,Treasure,ESP Software,1999,"Nintendo 64, Dreamcast","N64, Dreamcast",5,N/A,N/A,0
SGDQ,2018,Super Mario Bros.,0,0,1,1,Nintendo,Nintendo,1985,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Super Mario Bros. 3,0,0,0,0,Nintendo,Nintendo,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Super Mario World,0,0,1,1,Nintendo,Nintendo,1990,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Mario Kart 8 Deluxe,0,0,1,1,Nintendo,Nintendo,2017,Nintendo Switch,Switch,9,92,8.5,0
SGDQ,2018,Half-Life,1,0,1,1,Valve,Sierra Studios,1998,Windows,PC,Various,96,9.1,1
SGDQ,2018,Wave Race: Blue Storm,0,0,0,0,Nintendo Software Technology,Nintendo,2001,GameCube,GameCube,6,82,8.2,0
SGDQ,2018,Runbow,0,0,1,0,13AM Games,13AM Games,2015,"Wii U, Windows","Wii U, PC",8,82,7.8,1
SGDQ,2018,Borderlands: the Pre-Sequel!,0,0,1,1,2K Australia,2K Games,2014,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,75,6.8,1
SGDQ,2018,Bionic Commando,0,0,1,1,Capcom,Capcom,1987,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Bound,0,0,0,0,Plastic,Sony Interactive Entertainment,2016,PlayStation 4,PS4,8,71,6.8,0
SGDQ,2018,Bionic Commando Rearmed 2,0,0,1,1,Fatshark,Capcom,2011,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,62,5.9,0
SGDQ,2018,TASBot Plays Celeste,1,1,1,1,Maddy Makes Games,Maddy Makes Games,2018,"PlayStation 4, Xbox One, Nintendo Switch, Windows","PS4, Xbox One, Switch, PC",8,94,8.5,1
SGDQ,2018,Kirby's Adventure,0,0,1,1,HAL Laboratory,Nintendo,1993,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,The Legend of Zelda: Ocarina of Time,0,0,1,0,Nintendo EAD,Nintendo,1998,Nintendo 64,N64,5,99,9.1,0
SGDQ,2018,Kid Chameleon,0,0,0,0,Sega Technical Institute,Sega,1992,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Castlevania,0,0,0,0,Konami,Konami,1986,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Castlevania III,0,0,0,0,Konami,Konami,1989,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Castlevania: Bloodlines,0,0,1,0,Konami,Konami,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Castlevania: Circle of the Moon,0,0,1,0,Konami Computer Entertainment Kobe,Konami,2001,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
SGDQ,2018,Dragon Warrior III,0,0,1,1,Chunsoft,Enix,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Sonic Adventure DX: Director's Cut,0,0,0,0,Sonic Team,Sega,2003,"GameCube, Windows","GameCube, PC",6,57,6.8,1
SGDQ,2018,Sonic Spinball,0,0,0,0,Sega Technical Institute,Sega,1993,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Sonic the Hedgehog 2,0,0,0,0,Sega Technical Institute,Sega,1992,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Metroid: Zero Mission,0,0,0,0,Nintendo R&D1,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,89,9,0
SGDQ,2018,Metroid Samus Returns,0,0,0,0,"MercurySteam, Nintendo EPD",Nintendo,2017,Nintendo 3DS,Nintendo 3DS,7,85,8.6,0
SGDQ,2018,Super Metroid,0,0,0,0,Nintendo R&D1,Nintendo,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Halo 2,0,0,0,0,Bungie,Microsoft Game Studios,2004,Xbox,Xbox,6,95,8.7,0
SGDQ,2018,The Legend of Zelda: Skyward Sword,0,0,1,1,Nintendo EAD,Nintendo,2011,Wii,Wii,7,93,8.1,0
SGDQ,2018,Splatterhouse 2,0,0,0,0,Now Production,Namco,1992,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Wiz 'n' Liz: The Frantic Wabbit Wescue,0,0,0,0,Raising Hell Software,Psygnosis,1993,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Sylvan Tale,0,0,1,1,Sega,Sega,1995,Game Gear,Sega Game Gear,4,N/A,N/A,0
SGDQ,2018,Super Monkey Ball 2,0,0,1,0,Amusement Vision,Sega,2002,GameCube,GameCube,6,87,8.8,0
SGDQ,2018,Spider-Man: Web of Fire,0,0,0,0,BlueSky Software,Sega,1996,Sega 32X,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Spider-Man & Venom's Maximum Carnage,0,0,0,0,Software Creations,Acclaim Entertainment,1994,"Super Nintendo Entertainment System, Sega Genesis","SNES, Sega Genesis",4,N/A,N/A,0
SGDQ,2018,Batman Returns,0,0,0,0,Konami,Konami,1992,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Contra: Shattered Soldier,0,0,0,0,Konami,Konami,2002,PlayStation 2,PS2,6,75,7.8,0
SGDQ,2018,High Hell,0,0,1,1,"Terri Vellmann, Doseone",Devolver Digital,2017,Windows,PC,Various,74,7,1
SGDQ,2018,Shadow Warrior Classic Redux,0,0,0,0,General Arcade,Devolver Digital,2013,Windows,PC,Various,74,7.5,1
SGDQ,2018,Sublevel Zero Redux,0,0,0,0,Sigtrap Games,Merge Games,2016,"Windows, macOS, Linux",PC,Various,70,7,1
SGDQ,2018,Metal Gear Solid: The Twin Snakes,0,0,1,0,Silicon Knights,Konami,2004,GameCube,GameCube,6,85,8.8,0
SGDQ,2018,The Legend of Zelda: Four Swords Adventures,0,0,0,0,Nintendo EAD,Nintendo,2004,GameCube,GameCube,6,86,8.9,0
SGDQ,2018,Live,0,0,0,0,Square,Square,1994,Super Famicom,SNES,4,N/A,N/A,0
SGDQ,2018,Undertale,0,0,1,1,Toby Fox,Toby Fox,2015,"Windows, macOS, Linux",PC,Various,92,8.7,1
SGDQ,2018,Super Mario Odyssey,1,0,1,1,Nintendo EPD,Nintendo,2017,Nintendo Switch,Switch,9,97,8.9,0
SGDQ,2018,Final Fantasy VI,0,0,1,1,Square,Square,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Catherine,0,0,1,1,Atlus,Atlus,2011,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,79,7.5,0
SGDQ,2018,Double Dragon,0,0,0,0,Technōs Japan,Taito,1987,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Double Dragon II: The Revenge,0,0,0,0,Technōs Japan,Technōs Japan,1988,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Golden Axe,0,0,0,0,Sega,Sega,1989,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2018,Streets of Rage 2,0,0,0,0,Sega,Sega,1992,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2018,Rockman No-Constancy,0,0,0,0,ROM Hack,Fan-made,2007,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2018,Mega Man 7,0,0,0,0,Capcom,Capcom,1995,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Mega Man 8,0,0,0,0,Capcom,Capcom,1996,"PlayStation, Sega Saturn","PlayStation, Sega Saturn",5,N/A,N/A,0
SGDQ,2018,Goof Troop,0,0,0,0,Capcom,Capcom,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Kingdom Hearts HD 1.5 ReMix (KH1FM),0,0,1,1,Square Enix,Square Enix,2013,PlayStation 3,PS3,7,77,8.4,0
SGDQ,2018,Super Mario 64,0,0,0,0,Nintendo EAD,Nintendo,1996,Nintendo 64,N64,5,94,9.2,0
SGDQ,2018,The Legend of Zelda: The Wind Waker HD,0,0,1,0,Nintendo EAD,Nintendo,2013,Wii U,Wii U,8,90,8.9,0
SGDQ,2018,TASBot plays Super Metroid 0% by Sniq and total,0,1,1,0,Nintendo R&D1,Nintendo,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,TASBot plays F-Zero GX by talented authors,0,1,0,0,Amusement Vision,Nintendo,2003,GameCube,GameCube,6,89,8.9,0
SGDQ,2018,Pokemon Yellow/Red,0,0,1,1,Game Freak,Nintendo,1996,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2018,Star Wars Jedi Knight: Dark Forces II,0,0,0,0,LucasArts,LucasArts,1997,Windows,PC,Various,91,8.8,1
SGDQ,2018,Star Wars Jedi Knight: Mysteries of the Sith,0,0,0,0,LucasArts,LucasArts,1998,Windows,PC,Various,78,8.1,1
SGDQ,2018,Super Star Wars: The Empire Strikes Back,0,0,0,0,Sculptured Software,JVC,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2018,Hob,0,0,1,1,Runic Games,Runic Games,2017,"Windows, PlayStation 4","PC, PS4",8,76,7.5,1
SGDQ,2018,I Am Bread,0,0,1,1,Bossa Studios,Bossa Studios,2015,"Windows, macOS",PC,Various,60,6.5,1
SGDQ,2018,Ratchet: Deadlocked,0,0,1,0,Insomniac Games,Sony Computer Entertainment,2005,PlayStation 2,PS2,6,81,8.5,0
SGDQ,2018,Spyro 2: Ripto's Rage,0,0,0,0,Insomniac Games,Sony Computer Entertainment,1999,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2018,Crash Bandicoot: N. Sane Trilogy,0,0,0,0,Vicarious Visions,Activision,2017,PlayStation 4,PS4,8,80,7.7,0
SGDQ,2018,Kirby's Dream Land,0,0,0,0,HAL Laboratory,Nintendo,1992,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2018,New Super Mario Bros. 2,0,0,0,0,Nintendo EAD,Nintendo,2012,Nintendo 3DS,Nintendo 3DS,7,78,7.5,0
SGDQ,2018,Super Mario Maker,0,0,1,1,Nintendo EAD,Nintendo,2015,Wii U,Wii U,8,88,8.9,0
SGDQ,2017,1001 Spikes,0,0,0,0,Nicalis,Nicalis,2014,"PlayStation 4, PlayStation Vita, Nintendo 3DS, Wii U, Windows","PS4, PlayStation Vita, Nintendo 3DS, Wii U, PC",8,80,7.5,1
SGDQ,2017,ActRaiser,0,0,1,0,Quintet,Enix,1990,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Alex Kidd in Shinobi World,0,0,0,0,Sega,Sega,1990,Sega Master System,Sega Master System,3,N/A,N/A,0
SGDQ,2017,Alwa's Awakening,0,0,0,0,Elden Pixels,Elden Pixels,2017,"Windows, macOS, Linux",PC,Various,70,7,1
SGDQ,2017,Ape Escape,0,0,0,0,Japan Studio,Sony Computer Entertainment,1999,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2017,Assault Android Cactus,0,0,1,0,Witch Beam,Witch Beam,2015,"Windows, macOS, Linux",PC,Various,85,8,1
SGDQ,2017,Astal,0,0,0,0,Sega,Sega,1995,Sega Saturn,Sega Saturn,5,N/A,N/A,0
SGDQ,2017,Avenging Spirit,0,0,1,1,C.P. Brain,Jaleco,1991,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,Azure Striker Gunvolt 2,0,0,1,1,Inti Creates,Inti Creates,2016,Nintendo 3DS,Nintendo 3DS,7,82,8,0
SGDQ,2017,Banjo-Kazooie,0,0,0,0,Rare,Nintendo,1998,Nintendo 64,N64,5,92,9,0
SGDQ,2017,Battle Kid,0,0,0,0,Sivak Games,Sivak Games,2010,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Battle Kid: Fortress of Peril,0,0,0,0,Sivak Games,Sivak Games,2022,Nintendo Entertainment System,NES,3,73,N/A,0
SGDQ,2017,Bionic Commando Rearmed,0,0,0,0,Grin,Capcom,2008,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,85,8.5,1
SGDQ,2017,Bleed 2,0,0,0,0,Ian Campbell,Ian Campbell,2017,Windows,PC,Various,80,7.5,1
SGDQ,2017,Brothers: A Tale of Two Sons,0,0,0,0,Starbreeze Studios,505 Games,2013,"Xbox 360, PlayStation 3, Windows","Xbox 360, PS3, PC",7,90,8.5,1
SGDQ,2017,Bucky O'Hare,0,0,0,0,Konami,Konami,1992,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Castle of Illusion Starring Mickey Mouse,0,0,0,0,Sega,Sega,1990,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2017,Castlevania III: Dracula's Curse,0,0,1,0,Konami,Konami,1989,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Castlevania: Legacy of Darkness,0,0,1,1,Konami,Konami,1999,Nintendo 64,N64,5,N/A,N/A,0
SGDQ,2017,Castlevania: Rondo of Blood,0,0,0,0,Konami,Konami,1993,PC Engine CD,PC,Various,N/A,N/A,0
SGDQ,2017,Castlevania: Symphony of the Night,0,0,1,0,Konami,Konami,1997,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2017,Chrono Trigger,0,0,1,0,Square,Square,1995,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Clustertruck,0,0,1,1,Landfall Games,tinyBuild,2016,"Windows, macOS, Linux",PC,Various,74,7.5,1
SGDQ,2017,Crash Bandicoot,0,0,0,0,Naughty Dog,Sony Computer Entertainment,1996,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2017,Crypt of the NecroDancer: AMPLIFIED,0,0,1,1,Brace Yourself Games,Brace Yourself Games,2017,"Windows, macOS, Linux",PC,Various,82,8,1
SGDQ,2017,Dark Souls,1,0,1,1,FromSoftware,Namco Bandai Games,2011,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,89,8.5,0
SGDQ,2017,Dark Souls III,0,0,0,0,FromSoftware,Bandai Namco Entertainment,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,89,8.5,1
SGDQ,2017,Defunct,0,0,0,0,Freshly Squeezed,SOEDESCO,2016,Windows,PC,Various,66,6.5,1
SGDQ,2017,Diablo 2: Lord of Destruction,0,0,1,1,Blizzard North,Blizzard Entertainment,2001,"Windows, macOS",PC,Various,N/A,N/A,1
SGDQ,2017,Diddy Kong Racing,0,0,0,0,Rare,Nintendo,1997,Nintendo 64,N64,5,88,8.8,0
SGDQ,2017,Dishonored 2,0,0,1,0,Arkane Studios,Bethesda Softworks,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,88,7.7,1
SGDQ,2017,Divinity: Original Sin,0,0,1,0,Larian Studios,Larian Studios,2014,Windows,PC,Various,87,8.5,1
SGDQ,2017,Donkey Kong 64,0,0,1,1,Rare,Nintendo,1999,Nintendo 64,N64,5,90,8.6,0
SGDQ,2017,Doom (2016),0,0,0,0,id Software,Bethesda Softworks,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,85,8.5,1
SGDQ,2017,Earthbound,0,0,1,1,"Ape Inc., HAL Laboratory",Nintendo,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
